0	0
2	4817
4	8443
6	9980
8	9048
10	5877
12	1253
14	-3681
16	-7705
18	-9822
20	-9510
22	-6845
24	-2486
26	2486
28	6845
30	9510
32	9822
34	7705
36	3681
38	-1253
40	-5877
42	-9048
44	-9980
46	-8443
48	-4817
50	0
52	4817
54	8443
56	9980
58	9048
60	5877
62	1253
64	-3681
66	-7705
68	-9822
70	-9510
72	-6845
74	-2486
76	2486
78	6845
80	9510
82	9822
84	7705
86	3681
88	-1253
90	-5877
92	-9048
94	-9980
96	-8443
98	-4817
100	0
102	4817
104	8443
106	9980
108	9048
110	5877
112	1253
114	-3681
116	-7705
118	-9822
120	-9510
122	-6845
124	-2486
126	2486
128	6845
130	9510
132	9822
134	7705
136	3681
138	-1253
140	-5877
142	-9048
144	-9980
146	-8443
148	-4817
150	0
152	4817
154	8443
156	9980
158	9048
160	5877
162	1253
164	-3681
166	-7705
168	-9822
170	-9510
172	-6845
174	-2486
176	2486
178	6845
180	9510
182	9822
184	7705
186	3681
188	-1253
190	-5877
192	-9048
194	-9980
196	-8443
198	-4817
200	0
202	4817
204	8443
206	9980
208	9048
210	5877
212	1253
214	-3681
216	-7705
218	-9822
220	-9510
222	-6845
224	-2486
226	2486
228	6845
230	9510
232	9822
234	7705
236	3681
238	-1253
240	-5877
242	-9048
244	-9980
246	-8443
248	-4817
250	0
252	4817
254	8443
256	9980
258	9048
260	5877
262	1253
264	-3681
266	-7705
268	-9822
270	-9510
272	-6845
274	-2486
276	2486
278	6845
280	9510
282	9822
284	7705
286	3681
288	-1253
290	-5877
292	-9048
294	-9980
296	-8443
298	-4817
300	0
302	4817
304	8443
306	9980
308	9048
310	5877
312	1253
314	-3681
316	-7705
318	-9822
320	-9510
322	-6845
324	-2486
326	2486
328	6845
330	9510
332	9822
334	7705
336	3681
338	-1253
340	-5877
342	-9048
344	-9980
346	-8443
348	-4817
350	0
352	4817
354	8443
356	9980
358	9048
360	5877
362	1253
364	-3681
366	-7705
368	-9822
370	-9510
372	-6845
374	-2486
376	2486
378	6845
380	9510
382	9822
384	7705
386	3681
388	-1253
390	-5877
392	-9048
394	-9980
396	-8443
398	-4817
400	0
402	4817
404	8443
406	9980
408	9048
410	5877
412	1253
414	-3681
416	-7705
418	-9822
420	-9510
422	-6845
424	-2486
426	2486
428	6845
430	9510
432	9822
434	7705
436	3681
438	-1253
440	-5877
442	-9048
444	-9980
446	-8443
448	-4817
450	0
452	4817
454	8443
456	9980
458	9048
460	5877
462	1253
464	-3681
466	-7705
468	-9822
470	-9510
472	-6845
474	-2486
476	2486
478	6845
480	9510
482	9822
484	7705
486	3681
488	-1253
490	-5877
492	-9048
494	-9980
496	-8443
498	-4817
500	0
502	4817
504	8443
506	9980
508	9048
510	5877
512	1253
514	-3681
516	-7705
518	-9822
520	-9510
522	-6845
524	-2486
526	2486
528	6845
530	9510
532	9822
534	7705
536	3681
538	-1253
540	-5877
542	-9048
544	-9980
546	-8443
548	-4817
550	0
552	4817
554	8443
556	9980
558	9048
560	5877
562	1253
564	-3681
566	-7705
568	-9822
570	-9510
572	-6845
574	-2486
576	2486
578	6845
580	9510
582	9822
584	7705
586	3681
588	-1253
590	-5877
592	-9048
594	-9980
596	-8443
598	-4817
600	0
602	4817
604	8443
606	9980
608	9048
610	5877
612	1253
614	-3681
616	-7705
618	-9822
620	-9510
622	-6845
624	-2486
626	2486
628	6845
630	9510
632	9822
634	7705
636	3681
638	-1253
640	-5877
642	-9048
644	-9980
646	-8443
648	-4817
650	0
652	4817
654	8443
656	9980
658	9048
660	5877
662	1253
664	-3681
666	-7705
668	-9822
670	-9510
672	-6845
674	-2486
676	2486
678	6845
680	9510
682	9822
684	7705
686	3681
688	-1253
690	-5877
692	-9048
694	-9980
696	-8443
698	-4817
700	0
702	4817
704	8443
706	9980
708	9048
710	5877
712	1253
714	-3681
716	-7705
718	-9822
720	-9510
722	-6845
724	-2486
726	2486
728	6845
730	9510
732	9822
734	7705
736	3681
738	-1253
740	-5877
742	-9048
744	-9980
746	-8443
